track_name,artists,year,duration,tempo,track_genre,popularity
Primeiro Amor,Aline Barros,2012,3:28,121.954,brazil,49
Coming Home - Part II,Skylar Grey,2012,2:44,129.948,piano,49
Hey Baby,DJ Ötzi;The Bellamy Brothers,2012,3:40,134.985,party,54
I Need More Of You,DJ Ötzi;The Bellamy Brothers,2012,3:36,119.986,party,44
Akşam Oldu Hüzünlendim Ben Yine,Müzeyyen Senar,2012,2:46,104.432,j-rock,42
Cornerstone - Live,Hillsong Worship,2012,6:49,142.977,world-music,54
God Is Able,Hillsong Worship,2012,3:50,77.523,world-music,56
Call Me Maybe,Carly Rae Jepsen,2012,3:13,120.021,electro,80
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii;Nicky Romero,2012,3:28,127.946,edm,69
Without You (feat. Usher),David Guetta;Usher,2012,3:28,127.884,edm,70
Unutturamaz Seni Hiçbir Şey,Müzeyyen Senar,2012,2:28,108.332,j-rock,40
Céu Completo,Strike,2012,3:48,172.006,j-rock,39
A la Vibora de la Mar,Tatiana,2012,3:28,132.662,children,31
Idiot,Matthias Reim;Michelle,2012,3:45,135.981,party,32
身も蓋もない水槽,Creep Hyp,2012,2:50,128.066,j-rock,34
IMAGE DOWN - Live,BOØWY,2012,4:27,98.924,j-rock,34
Minha Fama de Mau - Ao Vivo,Erasmo Carlos,2012,2:56,156.67,j-rock,36
Tudo é Possível - Ao Vivo,Fernandinho,2012,4:20,175.875,brazil,48
Quem Ama Não Pisa - Live At HSBC Arena/Rio de Janeiro(RJ)-Brazil/2012,Grupo Revelação,2012,3:20,96.409,pagode,41
Alive,Krewella,2012,4:50,128.002,dub,55
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,2012,3:32,129.042,edm,80
Days to Come (feat. Fiora),Seven Lions;Fiora,2012,4:44,139.995,dubstep,44
I Remember,Tristam,2012,3:56,109.964,dub,53
Circles - Original,KDrew,2012,4:25,139.903,dub,48
Flying Spaghetti Monster,Doctor P,2012,4:09,100.004,dub,51
Bullseye,KDrew,2012,4:08,105.015,dub,50
Nuclear (Hands Up),Zomboy,2012,5:16,174.019,dub,48
Ainda Bem - Ao Vivo,Thiaguinho,2012,3:31,138.109,pagode,41
GIVE IT TO ME - Live,BOØWY,2012,3:46,165.004,j-rock,33
Cheki Morena,Atención Atención,2012,1:44,110.022,children,30
Me Olha Nos Olhos,Sorriso Maroto,2012,3:23,126.762,pagode,42
INSTANT LOVE - Live,BOØWY,2012,4:00,106.906,j-rock,33
Vento Impetuoso - Ao Vivo,Fernandinho,2012,6:08,145.932,brazil,48
Hot Right Now (feat. RITA ORA) - Radio Edit,DJ Fresh;Rita Ora,2012,3:02,175.017,drum-and-bass,48
Time Bomb,Feint;Boyinaband;Veela,2012,3:31,175.014,dub,52
Cette fois,Datune,2012,5:20,79.995,dub,31
Language,Porter Robinson,2012,6:08,127.988,dub,54
Shine Eye Gal,Black Uhuru,2012,7:39,137.307,dub,33
Snake Eyes,Feint;CoMa,2012,4:24,173.937,dub,56
Mulher Traída - Live At HSBC Arena/Rio de Janeiro(RJ)-Brazil/2012,Grupo Revelação,2012,3:32,109.367,pagode,42
Vem Cá,Onze:20,2012,3:39,142.015,j-rock,34
Ütopyalar Güzeldir,Ceylan Ertem,2012,2:30,76.403,j-rock,35
Me Leva,Onze:20,2012,4:12,139.968,j-rock,34
Gündüzüm Seninle,Müzeyyen Senar,2012,3:07,124.733,j-rock,35
Agora Viu Que Perdeu e Chora - Ao Vivo,Arlindo Cruz,2012,4:18,87.573,pagode,43
Kırık Bir Aşk Hikayesi,Jehan Barbur,2012,3:57,165.083,j-rock,34
姫君Shake!,Rekishi;齋藤摩羅衛門,2012,3:43,156.101,j-rock,32
O Melhor Pedaço (feat. Jammil E Uma Noites) - Ao Vivo,Sorriso Maroto;Jammil E Uma Noites,2012,3:26,148.049,pagode,43
言え,[Alexandros],2012,4:29,178.192,j-rock,31
Palavras,Lauriete,2012,5:33,142.012,brazil,47
Fidelidade,Danielle Cristina,2012,5:33,152.022,brazil,46
End of the day,Mr.Children,2012,5:49,122.017,j-rock,32
El Supermercado,Paté de Fuá,2012,3:33,170.009,j-rock,33
Ghost Assassin - Original Mix,Maduk;Veela,2012,3:41,176.001,drum-and-bass,50
Magnetic Eyes - Radio Edit,Matrix & Futurebound;Baby Blue,2012,3:32,174.023,drum-and-bass,44
All I Know - M&F's Rolling Out Radio Mix,Matrix & Futurebound;Luke Bingham,2012,3:15,173.996,drum-and-bass,47
All I Know - Rolling Out DJ Mix,Matrix;Futurebound;Luke Bingham,2012,4:20,174.017,drum-and-bass,34
Come Alive,Netsky,2012,4:10,172.995,drum-and-bass,47
Nova Aurora,Strike;Rodolfo Abrantes,2012,3:54,152.986,j-rock,33
Não Devo Nada,Onze:20,2012,4:09,150.049,j-rock,33
Ela - Ao Vivo,Sorriso Maroto,2012,3:45,145.884,pagode,44
Horário de Verão - Ao Vivo,Turma do Pagode,2012,2:51,93.026,pagode,45
Do Your Ears Hang Low?,Kidsongs,2012,1:35,79.853,children,41
Linhas Tortas,Gabriel O Pensador,2012,5:44,100.007,brazil,45
Ele Não Desiste de Você - Ao Vivo,Marquinhos Gomes,2012,5:30,139.878,brazil,46
Depois da Briga,Péricles,2012,3:43,135.965,pagode,45
Watermelon,Justine Clarke,2012,2:36,134.972,children,42
"Twinkle, Twinkle, Little Star",Smart Books,2012,1:13,174.115,children,46
Trilha do Amor - Ao Vivo,Arlindo Cruz;Caetano Veloso,2012,4:01,84.068,pagode,46
Horas Iguais - ao vivo,Turma do Pagode,2012,4:00,83.034,pagode,46
Hot Right Now (feat. RITA ORA) - Radio Edit,DJ Fresh;Rita Ora,2012,3:02,175.017,drum-and-bass,59
Gold Dust - SHY FX Re-Edit,DJ Fresh;SHY FX,2012,3:03,177.017,drum-and-bass,56
Louder (feat. Sian Evans) - Radio Edit,DJ Fresh;Sian Evans,2012,3:26,139.85,drum-and-bass,55
All I Know - Rolling Out Radio Mix,Matrix;Futurebound;Luke Bingham,2012,3:15,173.996,drum-and-bass,41
"Luz, Cama e Ação - Ao Vivo",Turma do Pagode,2012,2:51,92.043,pagode,46
This Old Man,All 4 Kids,2012,2:03,94.428,children,53
Gangnam Style (강남스타일),PSY,2012,3:39,132.067,k-pop,74
Brigas por Nada (feat. Coral Resgate) - Ao Vivo,Sorriso Maroto;Coral Resgate,2012,4:05,147.868,pagode,48
"Se Eu Te Pego, Te Envergo - Ao Vivo",Sorriso Maroto,2012,3:34,161.906,pagode,47
A Amizade é Tudo (feat. Thiaguinho) - Ao Vivo,Jeito Moleque;Thiaguinho,2012,3:54,81.476,pagode,48
Pim Pom,Tatiana,2012,3:44,121.739,children,34
El Calentamiento,Tatiana,2012,3:56,109.706,children,34
Vaanam Mella,Ilaiyaraaja;Bela Shende,2012,6:02,111.94,k-pop,55
Saayndhu Saayndhu,Ilaiyaraaja;Yuvan Shankar Raja;Ramya NSK,2012,6:07,100.012,k-pop,55
Jingle Bells,Love to Sing,2012,1:39,208.284,children,35
Além De Tudo / Retalhos De Cetim / Charlie Brown - Live At HSBC Arena/Rio de Janeiro(RJ)-Brazil/2012,Grupo Revelação;Benito Di Paula,2012,4:57,88.204,pagode,50
Once Again,Matt Redman,2012,4:59,159.975,world-music,38
The Power (feat. Dizzee Rascal) - Radio Edit,DJ Fresh;Dizzee Rascal,2012,2:47,122.019,drum-and-bass,39
Linguagem Dos Olhos,Péricles,2012,3:08,149.871,pagode,50
Vai e Chora - Ao Vivo,Sorriso Maroto,2012,3:46,144.993,pagode,49
Es schneit,Rolf Zuckowski,2012,2:16,120.275,children,34
5 Little Ducks,The Learning Station,2012,2:13,136.01,children,50
Filho Do Deus Vivo - Ao Vivo,Nívea Soares,2012,5:34,133.982,brazil,46
Linda Voz (Olá),Péricles;Lucas Morato,2012,4:29,144.155,pagode,50
Leyes del Corazón,Tatiana,2012,3:43,136.245,children,35
Sattru Munbu,Ilaiyaraaja;Ramya NSK,2012,5:57,108.883,k-pop,49
Puro Êxtase - Ao Vivo,Frejat,2012,4:52,121.056,brazil,45
Fuck You,Get Dead,2012,2:49,117.875,acoustic,36
Running - Live,Hillsong Worship,2012,4:03,125.979,world-music,37
Awesome God,Michael W. Smith,2012,3:17,138.902,world-music,49
Holy Spirit - Live,Jesus Culture;Kim Walker-Smith,2012,8:09,144.005,world-music,55
Never Once,Matt Redman,2012,4:00,138.184,world-music,51
With Or Without You,Military Wives,2012,3:59,104.837,opera,44
Unakkulle Mirugam,Yuvan Shankar Raja;Ranjith Govind,2012,4:18,149.945,k-pop,47
Winterkinder,Rolf Zuckowski,2012,2:45,133.617,children,36
Mudhal Murai,Ilaiyaraaja;Sunidhi Chauhan,2012,3:55,91.877,k-pop,48
Yedho Mayakkam,Yuvan Shankar Raja;Tanvi Shah;SUVI,2012,4:22,121.983,k-pop,47
Azhagho Azhaghu,Yuvan Shankar Raja;Naresh Iyer,2012,4:50,108.039,k-pop,48
La Gioconda / Act 3: Dance Of The Hours,Amilcare Ponchielli;Gothenburg Symphony Orchestra;Neeme Järvi,2012,2:42,119.502,opera,49
Safe & Sound,William Joseph,2012,4:01,73.059,opera,46
Madurai Ponnu,Yuvan Shankar Raja;Andrea Jeremiah,2012,3:55,120.02,k-pop,47
Gaîté parisienne: Barcarolle,Jacques Offenbach;Boston Symphony Orchestra;Seiji Ozawa,2012,3:47,77.356,opera,50
Thapellam Thapeillai Theme,Vijay Antony,2012,4:26,130.014,k-pop,45
Me Chama (Deluxe Version),Lobão,2012,3:39,105.076,brazil,44
La Llorona,El Cuervo de Poe,2012,3:24,172.417,opera,31
"Reflejo - De ""Mulán""/Banda Sonora Original",Analy,2012,2:26,91.546,disney,30
Heaven,Boyce Avenue;Megan Nicole,2012,4:10,129.948,acoustic,61
One Thing Remains - Live,Passion;Kristian Stanfill,2012,5:48,148.039,world-music,45
Our God - New Recording,Matt Redman,2012,4:25,105.021,world-music,34
Set A Fire - Live,Jesus Culture;Chris Quilala,2012,5:15,139.623,world-music,54
Spirit Break Out - Live,Kim Walker-Smith,2012,6:22,73.6,world-music,55
It Is Well With My Soul,Hillsong Worship;Hannah Hobbs,2012,4:48,150.026,world-music,45
Última Chance,Ministerio Ipiranga,2012,5:58,112.047,brazil,45
Historia De Un Amor,Il Volo,2012,3:54,83.0,opera,30
"Dale, Dale, Dale",Tatiana,2012,3:20,129.723,children,37
7 Days of the Week,The Learning Station,2012,1:33,75.916,children,55
Idhayam,Yuvan Shankar Raja;Shweta Pandit,2012,4:04,179.669,k-pop,43
Without You (Feat. ROSE),G-DRAGON;ROSÉ,2012,4:02,123.991,k-pop,64
I Could See You,Yiruma,2012,3:45,175.194,new-age,42
The Days That'll Never Come,Yiruma,2012,3:11,103.004,new-age,43
London Bridge (Lúndūn Dàqiáo),Babyboomboom,2012,0:59,114.091,kids,34
Wobble,Wobble Baby Wobble Baby,2012,3:46,95.011,kids,38
Chicken Dance,Kids Dance Party,2012,2:08,96.024,kids,42
"Colors Of The Wind (From ""Pocahontas"")",Danny Wright,2012,3:25,67.516,new-age,46
Vishnu,Karunesh,2012,6:29,89.98,new-age,36
Skidamarink,Smart Books,2012,1:33,109.907,children,54
Poison & Wine,The Civil Wars,2012,3:39,153.848,acoustic,54
You Never Let Go,Matt Redman,2012,4:37,157.76,world-music,43
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,2012,4:34,127.953,latino,76
Limbo,Daddy Yankee,2012,3:44,125.063,latin,75
Dejame Conocerte,C-Kan,2012,4:57,129.978,latin,53
Valentine,Jim Brickman;Martina McBride,2012,3:12,190.319,new-age,45
Tempos Modernos - Estúdio,Jota Quest,2012,3:54,123.029,brazil,45
The End Of August,Yanni,2012,5:07,92.949,new-age,38
Stay in Memory,Yiruma,2012,3:02,74.373,new-age,45
Se Escute,Síntese,2012,2:45,87.211,brazil,44
Que Chulada De Mujer,Huichol Musical,2012,3:12,156.821,latino,40
Zumba,Don Omar,2012,4:23,124.98,latino,65
Goa Sunset,Karunesh,2012,5:44,115.961,new-age,36
A Bela e a Fera,Miriam Peracchi,2012,2:46,136.724,disney,38
Ma Baker,Boney M.,2012,4:34,129.001,disco,51
Desert Song,Hillsong Worship,2012,4:03,110.029,world-music,44
Holding On and Letting Go,Ross Copperman,2012,5:17,77.987,acoustic,49
Build Your Kingdom Here,Rend Collective,2012,4:17,133.965,world-music,55
The Proof of Your Love,for KING & COUNTRY,2012,3:17,156.072,world-music,53
Deus dos Deuses,Lauriete,2012,4:32,149.673,brazil,44
Azhalinte Azhangalil - Male Vocals,Nikhil mathew,2012,5:38,125.036,malay,50
Muthuchippi,Sachin Warrier;Ramya Nambessan,2012,4:05,114.993,malay,55
Etho Sayana,Sachin Warrier,2012,4:54,99.996,malay,51
Canción para Bañarse (La Pata Tiene Olor a Pata),Panam y Circo,2012,2:16,101.017,latino,37
Take My Hand,Omar Akram,2012,4:52,112.987,new-age,49
Deixo Você Ir,Onze:20;Projota,2012,3:55,139.91,brazil,43
I'm A Little Teapot,Smart Books,2012,1:06,116.044,children,58
The Muffin Man - 2012 Version,The Kiboomers,2012,2:02,70.014,children,50
Thotte Thotte,Najim Arshad;Abhirami Ajai,2012,4:43,125.01,malay,46
Thattathin Marayathe,Sachin Warrier,2012,2:32,82.276,malay,52
Better Is One Day,Matt Redman,2012,4:50,77.13,world-music,43
Great I Am,"Phillips, Craig & Dean",2012,4:29,160.141,world-music,50
Love Came Down,Kari Jobe,2012,4:53,135.951,world-music,46
Steady My Heart,Kari Jobe,2012,3:37,93.979,world-music,43
Alt wie ein Baum - Party Remix,Peter Wackel,2012,2:31,128.017,disco,30
Scooter Vandi (Ft. Kash Villanz and Shamini),OG Das,2012,5:28,99.984,malay,38
Inni Vendham,Thiyvya,2012,4:37,80.427,malay,41
Dervish Dream,Karunesh,2012,5:54,159.963,new-age,49
Naduvan,Dr. Burn,2012,5:42,100.024,malay,33
Sambar,V3K;Sunil Mathai;Kamal Kartik,2012,5:07,128.994,malay,30
Nada por Mim,Herbert Vianna,2012,1:43,87.886,mpb,37
Nenhuma condenação há,Armando Filho,2012,5:21,105.103,brazil,43
Até Quando Esperar,Plebe Rude,2012,4:28,94.095,brazil,43
Amor meu grande amor,Barão Vermelho,2012,4:35,101.889,brazil,44
Me Deixa (feat. Marcelo Falcão) - Ao Vivo,Jota Quest;Marcelo Falcão,2012,7:20,119.922,mpb,40
Mesmo Que Mude,Bidê ou Balde;Renato Borghetti,2012,4:48,142.012,brazil,43
Hungry Eyes,Eric Carmen,2012,4:07,110.597,disco,56
Mężu Drogi Mój,Magda Niewińska,2012,3:11,91.956,disco,30
Chão de Giz - Ao Vivo,Zé Ramalho;Elba Ramalho,2012,4:48,108.275,mpb,39
All Star - Show Luz Do Solo,Cássia Eller,2012,3:37,163.722,mpb,39
Entreolhares (The Way You're Looking at Me) (feat. John Legend),Ana Carolina;John Legend,2012,3:26,87.688,mpb,40
O Telefone Tocou Novamente,Los Sebosos Postizos,2012,4:33,151.498,mpb,41
Um certo Galileu - Ao Vivo,Padre Zezinho,2012,5:33,86.012,brazil,43
Quem Não Quer Sou Eu (Ao Vivo),Seu Jorge,2012,5:24,97.664,mpb,40
Lindo Lago do Amor,Adriana Partimpim,2012,2:50,125.467,mpb,40
Empathy,Bassnectar,2012,4:20,140.014,breakbeat,42
"幼稚完 - (劇集 ""雷霆掃毒"" 片尾曲)",Raymond Lam,2012,4:28,78.035,cantopop,45
泡沫,G.E.M.,2012,4:18,136.02,mandopop,60
愛你,Kimberley Chen,2012,3:27,144.027,mandopop,58
Lightbringer,Far Too Loud,2012,4:08,175.001,breakbeat,33
祇想一生跟你走,Jacky Cheung,2012,5:13,129.998,cantopop,47
"Madalena - Ao Vivo Em Teatro Karl Marx,Cuba/2011",Diogo Nogueira,2012,2:27,86.0,mpb,41
Tylko Hit na Lato,LETNI;V- Unit,2012,4:00,125.056,disco,30
Carta de Amor,Maria Bethânia,2012,7:03,87.864,mpb,40
Mistério no Olhar,Saulo Duarte e a Unidade;Saulo Duarte;Klaus Sena;João Leão;Beto Gibbs,2012,3:45,95.002,mpb,41
明明就,Jay Chou,2012,4:20,112.985,mandopop,56
Smack My Bitch Up - Noisia Remix,The Prodigy;Noisia,2012,5:53,140.01,breakbeat,46
Funk The Rich - Original,Malente,2012,3:24,105.982,breakbeat,45
Carolina (Ao Vivo),Seu Jorge,2012,5:58,93.0,mpb,41
Machine Gun - 16 Bit Remix,Noisia;16 Bit,2012,6:00,104.968,breakbeat,33
玫瑰色的你,Deserts Chang,2012,4:57,97.964,mandopop,43
Toda Menina Baiana - Live,Caetano Veloso;Gilberto Gil;Ivete Sangalo,2012,3:22,120.048,mpb,42
Dustup,Noisia;The Upbeats,2012,5:01,172.027,breakbeat,39
Tommy's Theme - Original,Noisia,2012,4:40,73.978,breakbeat,40
Canto De Rainha - Ao Vivo,Beth Carvalho;Arlindo Cruz;Sombrinha,2012,3:12,165.889,mpb,42
那些年,Hu Xia,2012,6:09,79.045,mandopop,58
"Romaria - Live At Credicard Hall, São Paulo / 2012",Maria Rita,2012,4:31,132.266,mpb,41
Geni e o Zepelim - Ao Vivo,Chico Buarque,2012,5:37,152.013,mpb,42
Wolkenflieger,Frank Neuenfels,2012,3:50,129.968,disco,31
Stuck On You,Lionel Richie;Darius Rucker,2012,3:21,132.716,disco,47
Judia de Mim (Ao Vivo),Seu Jorge;Zeca Pagodinho,2012,2:12,126.034,mpb,42
忘川,Sita Chan,2012,3:31,142.091,cantopop,50
今日,Eason Chan,2012,4:31,136.962,cantopop,43
Skyfall,Adele,2012,4:46,75.881,british,78
Já Era,Seu Pereira e Coletivo 401,2012,4:23,127.078,mpb,43
艷火,Deserts Chang,2012,4:31,181.949,mandopop,45
Olhos Coloridos (Ao Vivo),Seu Jorge;Sandra De Sá,2012,6:08,104.355,mpb,43
Opening Titles,David Arnold;Michael Price,2012,0:40,91.903,british,42
紅塵客棧,Jay Chou,2012,4:34,180.016,mandopop,51
The Game is On,David Arnold;Michael Price,2012,3:40,119.916,british,43
A Doida (Ao Vivo),Seu Jorge,2012,2:59,107.97,mpb,46
Cheia De Charme,Guilherme Arantes,2012,4:21,124.725,mpb,48
Pessoal Particular (Ao Vivo),Seu Jorge,2012,6:27,112.942,mpb,47
One Thing Remains,Passion;Kristian Stanfill,2012,3:59,147.976,world-music,49
Agnus Dei,Michael W. Smith,2012,6:57,135.927,world-music,42
Bahama Mama,Boney M.,2012,3:17,130.296,disco,43
Brown Girl in the Ring,Boney M.,2012,4:01,105.677,disco,46
Endless Love,Lionel Richie;Shania Twain,2012,4:19,91.013,disco,52
Fight Club,Lorne Balfe;Assassin's Creed,2012,2:05,122.979,british,54
面具,Alfred Hui,2012,4:51,159.868,cantopop,50
Love Somebody Else,Maceo Plex;Jon Dasilva;Joi Cardwell,2012,8:14,124.002,minimal-techno,44
Home Again,Michael Kiwanuka,2012,3:29,85.891,british,65
Pale Skin,Christian Löffler,2012,3:50,104.934,minimal-techno,44
Eleven,Christian Löffler;Mohna,2012,6:35,120.016,minimal-techno,43
寂寞的星期五,my little airport,2012,2:16,202.269,cantopop,32
人非草木,Kary Ng,2012,4:27,118.018,cantopop,48
Kackvogel - Original Mix,Solomun,2012,7:28,117.995,minimal-techno,46
Cornerstone - Studio Version,Hillsong Worship,2012,3:28,150.032,world-music,37
Lay Me Down - Live,Passion;Chris Tomlin;Matt Redman,2012,5:25,128.001,world-music,37
Worn,Tenth Avenue North,2012,4:04,125.898,world-music,50
Cornerstone,Hillsong Worship,2012,4:27,142.663,world-music,38
Harvest Moon,Poolside,2012,6:08,106.022,disco,64
I Won't Give Up,Jason Mraz,2012,4:00,136.703,acoustic,66
Do Not Let Me Go,Joshua Hyslop,2012,2:38,139.832,acoustic,60
大笨鐘,Jay Chou,2012,4:02,148.019,mandopop,48
Bye Bye Macadam,Rone,2012,4:25,190.028,minimal-techno,48
街燈晚餐,Janice Vidal,2012,5:12,148.646,cantopop,45
菊花的味道,my little airport,2012,2:08,120.149,cantopop,32
Luck as a Constant,Periphery,2012,6:04,134.972,metalcore,34
Unrequited,Yoga Lin,2012,5:07,138.713,mandopop,48
Wild Eyes,Parkway Drive,2012,4:18,110.313,metalcore,58
爺就是一名辭職撚,my little airport,2012,2:45,95.063,cantopop,32
Irene's Theme,David Arnold;Michael Price,2012,0:42,88.768,british,36
Glad You Came,We Came As Romans,2012,3:03,129.996,metalcore,59
Scarlet,Periphery,2012,4:08,89.982,metalcore,43
到此為止,Shiga Lin,2012,4:21,135.818,cantopop,54
Don't You Dare Forget the Sun,Get Scared,2012,3:13,144.793,metalcore,64
93 Million Miles,Jason Mraz,2012,3:36,140.182,acoustic,67
One Thing Remains,Bethel Music;Brian Johnson,2012,4:01,136.013,world-music,45
Megamix - Extended Version,Boney M.,2012,7:00,126.093,disco,50
Hallelujah,Hillsong Worship,2012,2:09,74.577,world-music,36
是什麼讓我遇見這樣的你,Ann Bai,2012,4:25,78.692,mandopop,54
What If I Was Nothing,All That Remains,2012,4:37,144.015,metalcore,60
牛頭角青年,my little airport,2012,2:39,129.079,cantopop,33
Oats In The Water,Ben Howard,2012,4:59,130.193,british,57
蜚蜚,Sita Chan,2012,3:36,145.653,cantopop,53
陀飛輪,Eason Chan,2012,4:39,134.277,cantopop,39
廣州足浴一夜,my little airport,2012,2:20,113.068,cantopop,35
Fly Me to the Moon,Olivia Ong,2012,3:06,114.854,mandopop,46
途中,Jane Huang,2012,3:57,172.044,mandopop,54
一個人生活 - 幸福蛻變版,林凡,2012,4:45,99.963,mandopop,54
我的歌声里 (You Exist In My Song),Wanting,2012,3:34,137.199,mandopop,44
Doğmadan Önce,Pentagram,2012,5:51,125.792,metal,38
SHERlocked,Michael Price;David Arnold,2012,3:44,90.258,british,39
Akcent - I'm Sorry (Radio Edit),Akcent,2012,3:35,127.995,disco,37
I'm Still Loving You,Shiga Lin,2012,3:32,134.435,cantopop,50
The Lost Boy (Bonus Track),Greg Holden,2012,3:28,77.844,british,49
Henry V: Henry V: Touch her soft lips and part,William Walton;The Cambridge Singers;Aurora Orchestra;John Rutter,2012,1:33,81.526,british,61
Never Tear Us Apart,Paloma Faith,2012,3:05,96.335,british,53
HUNTING FOR YOUR DREAM (TVサイズ),GALNERYUS,2012,1:20,176.004,metal,54
Rosemary,Deftones,2012,6:53,126.628,metal,73
回到中學的暑假,my little airport,2012,2:04,116.049,cantopop,39
哪裡都是你,Jay Chou,2012,4:39,131.928,mandopop,46
你敢不敢,LaLa Hsu,2012,3:55,91.997,mandopop,56
Love's to Blame,for KING & COUNTRY,2012,4:25,135.866,world-music,42
Sky's Still Blue,Andrew Belle,2012,4:04,171.864,acoustic,62
Fall Afresh,Bethel Music;Jeremy Riddle,2012,4:24,136.949,world-music,49
"10,000 Reasons (Bless The Lord) - Live",Passion;Matt Redman,2012,5:50,72.502,world-music,40
HUNTING FOR YOUR DREAM,GALNERYUS,2012,5:24,178.036,metal,57
我,Jolin Tsai,2012,4:06,111.899,mandopop,50
憂傷的嫖客,my little airport,2012,1:58,108.051,cantopop,40
Close to You,Olivia Ong,2012,4:03,88.772,mandopop,47
輕熟女27 (我只在乎你),MC HotDog;關彥淳,2012,4:35,87.978,mandopop,44
Assassin's Creed III Main Theme Variation,Lorne Balfe;Assassin's Creed,2012,1:33,109.917,british,39
Dream House,Deafheaven,2013,9:14,82.211,black-metal,46
少女的祈禱,Miriam Yeung,2013,3:31,121.597,cantopop,49
Instant Crush (feat. Julian Casablancas),Daft Punk;Julian Casablancas,2013,5:37,109.942,electro,76
Welcome To Los Santos,Oh No,2013,2:34,88.981,alternative,52
Wrong Side of Heaven,Five Finger Death Punch,2013,4:31,149.992,groove,66
Sorry About Your Parents,Icon For Hire,2013,3:17,162.191,goth,48
Dale! - Versión 25 Años,Los Cafres,2013,3:10,89.462,ska,35
Unfit for Human Consumption,Carcass,2013,4:24,76.399,grindcore,46
Wrecking Ball (Glee Cast Version),Glee Cast,2013,3:39,119.954,club,39
Vai Passar,Gerson Rufino,2013,5:32,136.008,brazil,51
Something I Need,OneRepublic,2013,4:00,98.982,piano,58
Great Balls of Fire,Jerry Lee Lewis,2013,1:51,79.567,piano,57
Life,Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,2013,4:22,93.405,ambient,50
Batuque Na Cozinha - Ao Vivo No Rio De Janeiro / 2012,Zeca Pagodinho;Leandro Sapucahy,2013,2:33,93.996,samba,36
03h53 - Manger c'est tricher,Casseurs Flowters,2013,4:24,83.346,french,39
Can't Pretend,Tom Odell,2013,3:37,79.055,chill,66
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk;Pharrell Williams;Nile Rodgers,2013,4:08,116.047,electro,82
Natural Cause,Emancipator,2013,5:15,170.02,trip-hop,41
Χ Ξ Σ - 666,Rotting Christ,2013,5:48,84.003,black-metal,46
親愛的瑪嘉烈,Anthony Wong,2013,4:07,171.9,cantopop,30
It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter;Chris Brown,2013,4:41,119.992,alternative,69
Odd Look,Kavinsky;The Weeknd,2013,4:12,104.947,alternative,55
Pieces,Andrew Belle,2013,4:01,137.018,acoustic,60
The Enemy,Andrew Belle,2013,4:46,121.974,acoustic,62
We Are the Others - New Ballad Version,Delain,2013,3:42,119.992,goth,41
Burn With Me,Amaranthe,2013,4:00,90.016,goth,48
Flying - Live,Anathema,2013,8:10,97.317,goth,40
Wind in Her Hair,Motorama,2013,4:41,125.792,goth,46
Hope of Morning,Icon For Hire,2013,3:49,134.057,goth,49
Here Comes The Sun (Glee Cast Version) (feat. Demi Lovato),Glee Cast;Demi Lovato,2013,3:00,125.869,club,42
Parece Que Fue Ayer,Los Caligaris,2013,2:57,153.949,ska,34
"Tohle je rock´n´roll, vy buzny!",Rybičky 48,2013,2:22,120.065,punk-rock,43
幸福了 然後呢,A-Lin,2013,5:07,135.848,mandopop,53
模特,Ronghao Li,2013,5:07,129.986,mandopop,51
预谋邂逅,A Si,2013,4:16,160.056,mandopop,47
只是太愛你,Hins Cheung,2013,4:14,130.004,cantopop,55
命運,Jia Jia,2013,3:47,136.196,mandopop,48
Blank,Disfigure,2013,3:28,140.017,edm,61
Street Hustle,Håkan Hellström,2013,4:29,118.028,goth,30
Quédate a Mi Lado,Maskatesta,2013,3:37,192.111,ska,33
Secreto Mío - Versión 25 Años,Los Cafres,2013,4:08,149.9,ska,35
Ele Vem,Kemuel,2013,4:58,155.053,groove,35
Ghost,Motorama,2013,3:44,163.886,goth,49
未接來電,Naiwen Yang,2013,4:41,74.986,mandopop,47
任我行,Eason Chan,2013,4:38,130.416,cantopop,47
擁抱,Mayday,2013,4:46,119.889,mandopop,47
Ten Tigers,Bonobo,2013,4:03,99.984,trip-hop,41
Remnants of What People Used to Be,Days N Daze,2013,2:55,88.372,acoustic,30
Hail to the King,Avenged Sevenfold,2013,5:05,118.004,alternative,76
Livets teater,Håkan Hellström,2013,3:05,132.998,goth,32
If I Lose Myself,OneRepublic,2013,4:01,140.072,piano,61
Feel Again,OneRepublic,2013,3:05,140.007,piano,49
Experience,Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,2013,5:15,92.468,ambient,79
Trans,Gesaffelstein,2013,4:33,107.035,club,35
Step Out,José González,2013,4:01,144.941,goth,52
Hung Up,Hot Chelle Rae,2013,3:13,92.992,punk-rock,48
丑八怪,Joker Xue,2013,4:13,124.026,mandopop,50
裂縫中的陽光,JJ Lin,2013,3:48,84.788,mandopop,47
步步,Mayday,2013,4:33,139.965,mandopop,46
Home,Gabrielle Aplin,2013,4:09,139.482,acoustic,51
